btype,roadtype,maname,schida,schnamea,sdida,sdnamea,schidb,schnameb,sdidb,sdnameb,numblka,numblkb,popa_sab,urma_sab,whitea_sab,blacka_sab,hispaa_sab,asiana_sab,popb_sab,urmb_sab,whiteb_sab,blackb_sab,hispab_sab,asianb_sab,popa_bdy,urma_bdy,whitea_bdy,blacka_bdy,hispaa_bdy,asiana_bdy,popb_bdy,urmb_bdy,whiteb_bdy,blackb_bdy,hispab_bdy,asianb_bdy,popa_enr,urma_enr,blacka_enr,whitea_enr,hispaa_enr,asiana_enr,popb_enr,urmb_enr,blackb_enr,whiteb_enr,hispab_enr,asianb_enr,leabdy,state,adif_bdy,adif_sab,adif_enr,adif_wh_bdy,adif_whas_bdy,bbindex,ddif,distmi,dupid_a,dupid_b
sab2,2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",421899003670,Lamberton Robert E Sch,4218990,Philadelphia City SD,421416003293,Bala-Cynwyd MS,4214160,Lower Merion SD,38,45,8035,6693.9999777,1014.0000112,6517.0000146,176.9999687,146.9999952,26394,2287.999998,21796.9999873,1490.0000224,798.0000409,1805.9999216,3797,3004.0000117,625.0000013,2918.0000229,85.9999695,93.0000287,3294,428.0000264,2530.0000202,322.9999984,105.0000469,273.9999834,533,467,445,24,22,5,1059,133,83,716,50,137,1,PA,0.661217691778445,0.746418794089999,0.750582428465383,0.603459516454063,0.662148025248035,2626.83569848751,-0.0893647366869376,3.09520245160231,1723,1476
sab1,1,"Detroit-Warren-Livonia, MI",262574006219,George Defer Elementary School,2625740,Grosse Pointe Public Schools,260110308052,J E Clark Preparatory Academy,2612000,Detroit Public Schools Community District,35,51,5156,811.9999858,4097.0000166,637.9999747,173.9999841,113.99999,17802,16406.0000271,971.9999888,16267.0000416,138.9999787,18.9999972,2495,393.9999816,1985.0000011,305.9999919,87.9999939,66.9999895,3089,2720.0000205,272.000009,2693.0000075,27.0000001,7.999997,334,49,31,251,18,4,402,399,397,2,2,0,1,MI,0.72262804767646,0.764095425428746,0.845830726606489,0.707536793359189,0.731800662638764,2607.90208172365,-0.123202678930028,0.807058155470632,900,852
sab2,1,"Rochester, NY",360969005576,EAST IRONDEQUOIT MIDDLE SCHOOL,3609690,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475003410,SCHOOL 39-ANDREW J TOWNSON,3624750,ROCHESTER CITY SCHOOL DISTRICT,277,182,27886,4854.9999645,22121.999883,2747.9999994,2106.9999765,343.9999144,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,22984,4127.9999793,18126.9998991,2372.0000094,1755.9999773,264.999939,14116,7241.0001076,6278.0000872,4421.9999827,2819.0000186,149.9999266,671,342,166,286,176,10,556,506,332,38,174,5,1,NY,0.333360818763667,0.526510931422099,0.400384908168845,0.343935517117933,0.344839039768645,2607.19524439279,-0.0670240894051778,1.98026008686353,1465,1281
sab3,2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340636001540,Haddon Township High School,3406360,HADDON TOWNSHIP SCHOOL DISTRICT,340264001346,Camden High School,3402640,CAMDEN CITY SCHOOL DISTRICT,29,51,14652,769.9999997,13309.9999965,189.0000295,580.9999928,391.9999926,38595,35741.9999727,1814.9999601,23552.9999434,12188.9999802,269.0001127,1128,164.9999984,867.9999923,47.000006,118.000003,72.9999991,3563,3166.0000154,288.9999809,1820.999973,1344.9999622,25.0000193,622,83,19,508,64,19,395,391,282,4,109,0,1,NJ,0.742300451814651,0.873525954339279,0.856432903252066,0.688392121675519,0.746091868438174,2605.03951439948,-0.114132451437414,3.22525444649731,1042,991
sab1,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341314005618,Emerson Elementary School,3413140,Plainfield Public School District,341467005680,Terrill Middle School,3414670,Scotch Plains-Fanwood School District,49,29,9260,7878.0000451,1059.0000542,5633.0000038,2245.0000149,74.0000329,14095,2060.0001181,10585.9998944,1278.0000617,782.0000264,1145.0000262,4183,3381.0000361,640.0000046,2702.9999982,678.0000028,50.0000195,3163,639.0000418,2239.9999761,405.0000183,234.0000092,232.0000083,459,444,178,7,266,2,811,114,34,556,80,99,1,NJ,0.606248175328613,0.704604818598867,0.826753060451472,0.555188180988243,0.616583122532753,2594.3154893591,-0.220504885122859,2.08403051830026,1280,1104
sab2,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",361155004441,COLUMBUS AVENUE SCHOOL,3611550,FREEPORT UNION FREE SCHOOL DISTRICT,361902001726,MERRICK AVENUE MIDDLE SCHOOL,3621120,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,51,47,39967,28666.0000601,9780.9999105,11239.0000832,17427.0000164,612.9998806,31980,2428.9998908,28092.9999373,394.0000033,2034.9999766,1102.9999526,3924,3311.999986,473.9999928,1877.0000207,1435.0000507,47.0000127,2724,305.9999867,2261.9999897,59.0000112,246.9999805,119.9999913,201,191,37,10,154,0,830,99,24,677,75,46,1,NY,0.73170189680033,0.641288008265351,0.830971647785171,0.709601366790944,0.741676649892562,2592.17618755818,-0.0992697509848409,1.51365128538534,1472,1266
sab1,1,"Detroit-Warren-Livonia, MI",262574006219,George Defer Elementary School,2625740,Grosse Pointe Public Schools,260110304841,Ronald Brown Academy,2612000,Detroit Public Schools Community District,35,51,5156,811.9999858,4097.0000166,637.9999747,173.9999841,113.99999,12654,11591.0000399,743.9999911,11496.0000436,94.9999832,17.9999992,2495,393.9999816,1985.0000011,305.9999919,87.9999939,66.9999895,3089,2720.0000205,272.000009,2693.0000075,27.0000001,7.999997,334,49,31,251,18,4,913,906,904,3,2,1,1,MI,0.72262804767646,0.758508524633784,0.845626381410235,0.707536793359189,0.731800662638764,2588.2082254699,-0.122998333733775,1.68451864169586,899,849
sab1,1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",422262003370,Springfield Twp El Sch-Erdenhm,4222620,Springfield Township SD,421899003719,McCloskey John F Sch,4218990,Philadelphia City SD,20,32,18533,2415.0000252,15295.9999415,1974.0000261,440.9999798,505.0000145,5133,4951.0000139,76.0000197,4850.9999967,100.0000043,8.0000075,1228,257.0000101,913.0000167,236.9999991,19.999995,29.9999997,4143,3985.0000019,60.0000143,3895.0000004,90.0000096,7.0000059,849,163,91,611,72,17,356,341,331,6,10,0,1,PA,0.75257998863294,0.834235054434438,0.765874591389738,0.729003092934847,0.751743461782717,2582.58078224933,-0.0132946027567979,2.1177469022264,1762,1498
sab1,0,"Cleveland-Elyria-Mentor, OH",390465502587,Cuyahoga Hts Elementary School,3904655,Cuyahoga Heights Local,390437800514,Miles Park School,3904378,Cleveland Municipal,25,101,4068,93.0000258,3863.0000395,24.9999985,68.0000367,53.0000069,397836,247330.000131999,134294.0000377,207702.9997706,39627.0001937999,7036.99993419999,1712,51.0000193,1608.0000036,16.9999991,34.0000159,28.9999868,11538,4428.0000694,6743.0000734,3679.9999851,747.9999666,81.9999209,344,16,3,309,13,3,470,453,446,14,7,0,1,OH,0.353985626129415,0.598826970943781,0.917318159327066,0.354835622188081,0.364667922725152,2576.45670707187,-0.563332533197651,2.0708147846141,1658,1378
sab2,0,"Rochester, NY",361539001301,DAKE JUNIOR HIGH SCHOOL,3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475004423,SCHOOL 22-LINCOLN SCHOOL,3624750,ROCHESTER CITY SCHOOL DISTRICT,55,51,23381,2073.9998831,20616.9999773,983.0000318,1091.0000006,300.0000104,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,6269,857.999934,5190.9999834,439.0000146,418.9999483,80.0000372,5210,3297.0000079,1623.000018,1526.9999346,1769.999994,150.0000122,544,117,59,383,58,21,627,598,227,23,371,2,1,NY,0.495957575523502,0.611908131269696,0.738674476967821,0.516526429157763,0.500496851735858,2573.28507918429,-0.242716901444319,2.01403416973722,1478,1286
sab2,0,"Cleveland-Elyria-Mentor, OH",390465500454,Cuyahoga Hts Middle School,3904655,Cuyahoga Heights Local,390437800522,Nathan Hale School,3904378,Cleveland Municipal,25,101,4068,93.0000258,3863.0000395,24.9999985,68.0000367,53.0000069,397836,247330.000131999,134294.0000377,207702.9997706,39627.0001937999,7036.99993419999,1712,51.0000193,1608.0000036,16.9999991,34.0000159,28.9999868,11538,4428.0000694,6743.0000734,3679.9999851,747.9999666,81.9999209,214,21,11,179,10,7,496,492,483,3,9,0,1,OH,0.353985626129415,0.598826970943781,0.893804642749472,0.354835622188081,0.364667922725152,2510.41467260737,-0.539819016620057,3.34110755589293,1657,1379
sab2,0,"Rochester, NY",361539001301,DAKE JUNIOR HIGH SCHOOL,3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475002005,SCHOOL 45-MARY MCLEOD BETHUNE,3624750,ROCHESTER CITY SCHOOL DISTRICT,55,51,23381,2073.9998831,20616.9999773,983.0000318,1091.0000006,300.0000104,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,6269,857.999934,5190.9999834,439.0000146,418.9999483,80.0000372,5210,3297.0000079,1623.000018,1526.9999346,1769.999994,150.0000122,544,117,59,383,58,21,563,525,340,28,185,3,1,NY,0.495957575523502,0.611908131269696,0.717430911085571,0.516526429157763,0.500496851735858,2499.2798809299,-0.221473335562069,3.11105965734347,1478,1276
sab2,0,"Detroit-Warren-Livonia, MI",263231008151,Alice M Birney K8 School,2632310,Southfield Public School District,260585004213,Berkshire Middle School,2605850,Birmingham Public Schools,90,65,24888,17841.0000366,5942.9999697,17528.9999573,311.9999552,477.0000537,25575,3180.0000074,20806.9999293,2762.9999657,416.9999862,987.0000467,7494,5468.9999717,1696.9999607,5388.9999773,79.9999736,134.0000474,4737,1289.9999722,3107.9999549,1213.9999793,76.0000091,193.9999994,497,484,476,1,8,5,754,169,167,512,2,23,1,MI,0.45745957329585,0.592511319924404,0.749705127315618,0.429663633748029,0.452736846268359,2485.43162300455,-0.292245554019768,3.00376677904345,939,864
sab3,0,"San Antonio-New Braunfels, TX",482637006877,VIRGINIA ALLRED STACEY JR/SR H S,4826370,LACKLAND ISD,483312003706,JAY H S,4833120,NORTHSIDE ISD,7,55,9927,2347.0001019,6877.0000622,1574.9999944,772.0001307,174.999975,47144,39352.0000966,6672.0000034,2607.9998991,36744.0002359,420.0000719,6754,1477.0001504,4826.0001504,1103.000069,374.0001591,107.9999575,6669,5703.0000496,801.0000469,319.9999255,5383.0000913,50.0000085,407,171,72,178,99,10,2896,2621,130,206,2491,19,1,TX,0.636465458853855,0.598293240970844,0.484894016316668,0.59443158515163,0.602924725799927,2478.47961334315,0.151571442537186,3.351162748708,2023,1744
sab2,0,"Rochester, NY",361539001301,DAKE JUNIOR HIGH SCHOOL,3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475003383,SCHOOL 8-ROBERTO CLEMENTE,3624750,ROCHESTER CITY SCHOOL DISTRICT,55,51,23381,2073.9998831,20616.9999773,983.0000318,1091.0000006,300.0000104,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,6269,857.999934,5190.9999834,439.0000146,418.9999483,80.0000372,5210,3297.0000079,1623.000018,1526.9999346,1769.999994,150.0000122,544,117,59,383,58,21,508,470,328,32,142,4,1,NY,0.495957575523502,0.611908131269696,0.710123320981936,0.516526429157763,0.500496851735858,2473.82277747661,-0.214165745458434,3.38743714466314,1478,1277
sab2,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",361155000915,JOHN W DODD MIDDLE SCHOOL,3611550,FREEPORT UNION FREE SCHOOL DISTRICT,361902001726,MERRICK AVENUE MIDDLE SCHOOL,3621120,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,51,47,39967,28666.0000601,9780.9999105,11239.0000832,17427.0000164,612.9998806,31980,2428.9998908,28092.9999373,394.0000033,2034.9999766,1102.9999526,3924,3311.999986,473.9999928,1877.0000207,1435.0000507,47.0000127,2724,305.9999867,2261.9999897,59.0000112,246.9999805,119.9999913,1033,939,268,54,671,15,830,99,24,677,75,46,1,NY,0.73170189680033,0.641288008265351,0.789725795728898,0.709601366790944,0.741676649892562,2463.51173092986,-0.0580238989285685,2.13217444314752,1471,1266
sab2,0,"Cleveland-Elyria-Mentor, OH",390465500454,Cuyahoga Hts Middle School,3904655,Cuyahoga Heights Local,390437800514,Miles Park School,3904378,Cleveland Municipal,25,101,4068,93.0000258,3863.0000395,24.9999985,68.0000367,53.0000069,397836,247330.000131999,134294.0000377,207702.9997706,39627.0001937999,7036.99993419999,1712,51.0000193,1608.0000036,16.9999991,34.0000159,28.9999868,11538,4428.0000694,6743.0000734,3679.9999851,747.9999666,81.9999209,214,21,11,179,10,7,470,453,446,14,7,0,1,OH,0.353985626129415,0.598826970943781,0.865698946112547,0.354835622188081,0.364667922725152,2431.4746561356,-0.511713319983132,2.0344827274242,1657,1378
sab2,0,"Rochester, NY",361539001301,DAKE JUNIOR HIGH SCHOOL,3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475003410,SCHOOL 39-ANDREW J TOWNSON,3624750,ROCHESTER CITY SCHOOL DISTRICT,55,51,23381,2073.9998831,20616.9999773,983.0000318,1091.0000006,300.0000104,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,6269,857.999934,5190.9999834,439.0000146,418.9999483,80.0000372,5210,3297.0000079,1623.000018,1526.9999346,1769.999994,150.0000122,544,117,59,383,58,21,556,506,332,38,174,5,1,NY,0.495957575523502,0.611908131269696,0.694998413034278,0.516526429157763,0.500496851735858,2421.13285632825,-0.199040837510777,2.56114456844143,1478,1282
sab2,1,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110003000511,MacFarland MS,1100030,District of Columbia Public Schools,110003000138,Deal MS,1100030,District of Columbia Public Schools,66,36,52075,41797.999988,8089.9999378,28406.000013,13392.0001063,916.9997736,52849,12546.000241,35723.0000012,7157.9999472,5388.0001492,2873.0001679,12141,8591.0000141,2834.9999984,4250.9999518,4340.0001178,360.999957,11647,4471.0000379,6127.0000291,1853.0000206,2617.9999842,668.0000736,354,349,63,1,286,4,1507,648,414,707,234,71,0,DC,0.323726660948805,0.565256691051877,0.555882341914756,0.29255191408182,0.320171789650656,2419.71929731367,-0.23215568096595,3.33487604433843,334,333
sab2,1,"Chicago-Joliet-Naperville, IL-IN-WI",171371001691,Tefft Middle School,1713710,SD U-46,171371001441,Eastview Middle School,1713710,SD U-46,100,83,27681,14949.999908,9447.0000882,1379.9999238,13569.9999416,2853.9999811,34335,3950.9999586,25415.0000276,869.0000517,3081.9999471,4384.9999457,15595,7471.9999025,5717.0000485,931.9999269,6539.9999099,2131.9999942,8425,890.9999935,6301.000053,187.0000013,703.9999855,1089.9999084,914,737,55,101,682,58,819,142,21,477,121,155,0,IL,0.373371243578831,0.425009558452025,0.632963559659402,0.381301321890795,0.373967681860183,2412.63306075421,-0.259592316080571,1.38399768580317,527,557
sab3,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269005998,Rosa L. Parks School of Fine and Performing Arts,3412690,Paterson Public School District,340699004806,Hawthorne High School,3406990,Hawthorne Public School District,49,30,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,18791,3251.9999799,14792.0000055,354.9999314,2897.0000546,523.9999799,6906,6346.0000009,466.9999955,1076.0000065,5269.9999907,18.9999907,2935,1058.000032,1789.9999865,137.9999835,920.0000247,36.9999938,238,232,102,4,130,2,688,231,29,439,202,17,1,NJ,0.558434079328076,0.68652971954906,0.639034102012898,0.542258388255651,0.552113630270634,2410.98508098007,-0.0806000226848218,2.44958137584073,1253,1040
sab3,1,"Los Angeles-Long Beach-Santa Ana, CA",60876000887,Claremont High,608760,Claremont Unified,63132004858,Pomona High,631320,Pomona Unified,124,95,41204,11144.9999376,23350.0000679,2092.9999614,9051.9999861,5060.0001073,50818,39425.0000785,7327.0000087,4463.9999896,34961.00012,3061.9999469,12938,5322.9999373,5798.0000209,1006.9999339,4315.9999758,1334.9999747,16619,12255.9999856,2385.9999474,1923.9999759,10331.9999963,1589.9999558,2357,1048,103,819,945,292,1099,1031,101,28,930,24,1,CA,0.326045452689254,0.505324339493469,0.493492560637723,0.304566662887467,0.312077455013105,2403.19674024568,-0.167447107948469,2.34186625797563,68,206
sab1,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004900,School 14,3412690,Paterson Public School District,341626004952,Memorial School,3416260,Totowa Public School District,78,27,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,10670,1737.9999748,8160.9999792,210.0000168,1528.0000268,630.0000084,9841,6975.0000542,1906.9999589,2015.9999971,4959.0000568,769.9999958,2596,497.9999623,1872.9999955,50.0000089,448.000038,177.0000314,221,190,46,6,144,25,352,114,11,212,103,25,1,NJ,0.516935863891847,0.69670469493218,0.535864870423694,0.527713489725898,0.517651239543945,2400.24913656011,-0.0189290065318467,2.2156162444574,1171,1118
sab3,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269003168,School of Education and Training,3412690,Paterson Public School District,341257004858,Passaic Valley Regional High School,3408730,Passaic Valley Regional High School District #1,110,48,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,37165,6613.0000544,28094.999758,1171.0000196,5442.0001912,1786.0000593,13098,9276.0000454,2717.999979,2359.9999724,6916.0001206,858.0000194,4644,1286.9999714,3035.9999878,129.9999778,1157.0000634,232.9999959,541,422,119,46,303,73,1186,380,38,740,342,43,1,NJ,0.431067951827803,0.68165505872059,0.459632246822916,0.446234171658987,0.430900250433277,2396.2022036992,-0.028564294995112,3.17689724242882,1088,1067
sab2,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",361155000911,CAROLINE G ATKINSON SCHOOL,3611550,FREEPORT UNION FREE SCHOOL DISTRICT,361902001726,MERRICK AVENUE MIDDLE SCHOOL,3621120,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,51,47,39967,28666.0000601,9780.9999105,11239.0000832,17427.0000164,612.9998806,31980,2428.9998908,28092.9999373,394.0000033,2034.9999766,1102.9999526,3924,3311.999986,473.9999928,1877.0000207,1435.0000507,47.0000127,2724,305.9999867,2261.9999897,59.0000112,246.9999805,119.9999913,1082,960,241,72,719,10,830,99,24,677,75,46,1,NY,0.73170189680033,0.641288008265351,0.767968732601385,0.709601366790944,0.741676649892562,2395.64161634694,-0.0362668358010556,2.32031902291393,1469,1266
sab2,1,"Rochester, NY",360969005576,EAST IRONDEQUOIT MIDDLE SCHOOL,3609690,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475003398,SCHOOL 25-NATHANIEL HAWTHORNE,3624750,ROCHESTER CITY SCHOOL DISTRICT,277,182,27886,4854.9999645,22121.999883,2747.9999994,2106.9999765,343.9999144,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,22984,4127.9999793,18126.9998991,2372.0000094,1755.9999773,264.999939,14116,7241.0001076,6278.0000872,4421.9999827,2819.0000186,149.9999266,671,342,166,286,176,10,349,306,193,40,113,0,1,NY,0.333360818763667,0.526510931422099,0.367103796668361,0.343935517117933,0.344839039768645,2390.47789600668,-0.0337429779046934,2.32253769075134,1465,1278
sab1,0,"San Antonio-New Braunfels, TX",482637002970,LACKLAND EL,4826370,LACKLAND ISD,484068004615,FRANK MADLA EL,4840680,SOUTH SAN ANTONIO ISD,10,29,9927,2347.0001019,6877.0000622,1574.9999944,772.0001307,174.999975,6126,5152.9998919,880.0001167,278.0000872,4875.0000007,46.9999961,4715,1049.0000728,3293.9999402,695.9999983,353.0000715,50.9998943,5646,4761.9998958,797.0001196,274.0000904,4488.000005,43.9999944,668,248,76,306,172,8,489,479,18,6,461,1,1,TX,0.620947500165028,0.60474285172145,0.608292617219549,0.557459502610739,0.560482896254671,2366.68166242694,0.0126548829454796,0.488177240485476,2015,1765
sab1,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004900,School 14,3412690,Paterson Public School District,341626004954,Washington Park School,3416260,Totowa Public School District,78,27,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,10670,1737.9999748,8160.9999792,210.0000168,1528.0000268,630.0000084,9841,6975.0000542,1906.9999589,2015.9999971,4959.0000568,769.9999958,2596,497.9999623,1872.9999955,50.0000089,448.000038,177.0000314,221,190,46,6,144,25,626,209,25,352,184,63,1,NJ,0.516935863891847,0.69670469493218,0.525862692090845,0.527713489725898,0.517651239543945,2355.44731947484,-0.00892682819899737,2.8671438109747,1171,1119
sab1,1,"Baltimore-Towson, MD",240012000353,Catonsville Elementary,2400120,Baltimore County Public Schools,240009000602,North Bend Elementary/Middle,2400090,Baltimore City Public Schools,24,38,12949,1757.9999816,10125.9999265,1408.0001185,349.9999121,767.0000081,5797,4738.0000171,905.9999724,4636.0000432,102.0000209,41.0000381,3263,261.0000043,2911.9999797,185.0000638,75.9999442,57.9999117,2854,2374.0000011,388.999992,2306.0000137,68.0000046,27.9999929,666,151,113,338,38,113,463,452,432,5,20,0,1,MD,0.751827254221441,0.681555928047027,0.749515173921221,0.756130345543362,0.76409458273068,2349.29997862171,0.00231208030021957,1.94699666937784,736,726
sab3,0,"New York-Northern New Jersey-Long Island, NY-NJ-PA",361155000914,FREEPORT HIGH SCHOOL,3611550,FREEPORT UNION FREE SCHOOL DISTRICT,361902001721,SANFORD H CALHOUN HIGH SCHOOL,3621120,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,43,45,39967,28666.0000601,9780.9999105,11239.0000832,17427.0000164,612.9998806,22393,1974.9998726,19227.9999244,311.0000122,1663.9999697,899.9999864,3198,2992.0000074,101.9999938,1737.0000276,1255.000049,32.0000121,2582,277.9999826,2154.9999871,50.0000154,227.9999825,112.9999877,2177,2020,566,110,1454,17,1224,186,30,946,156,77,1,NY,0.827916275464574,0.629044527132123,0.77592162266836,0.802729384839455,0.836487646008495,2335.68085732301,0.0519946527962142,2.94918700290754,1470,1263
sab2,2,"Los Angeles-Long Beach-Santa Ana, CA",60003204949,Adams Middle,600032,Redondo Beach Unified,62121011612,Jane Addams Middle,621210,Lawndale Elementary,77,89,32438,6856.999887,19591.9999121,1030.9999615,5826.0000543,4207.0000068,21298,14621.9998926,4109.0000168,1653.0000182,12969.0000339,1700.0000542,7680,2016.0000126,4278.9999671,370.9999803,1645.0000113,977.0000055,14120,9608.9999266,2886.0000375,1130.9999954,8477.9999815,1051.000035,1066,365,54,414,311,125,842,742,68,52,674,26,1,CA,0.418024072481188,0.475155457429209,0.538833653456213,0.352770516549479,0.405550628691498,2333.17986311404,-0.120809580975025,1.87161629858927,45,125
sab3,1,"Muskegon-Norton Shores, MI",260102906170,Muskegon Heights Academy,2624870,Muskegon Heights Public School Academy System,262412006085,Mona Shores High School,2624120,Mona Shores Public School District,102,46,10722,8873.0000327,1450.9999887,8430.00001719999,442.9999774,13.0000002,23093,1516.0000183,20800.0000049,794.0000278,722.0000507,285.999942,3146,2297.0000201,695.0000096,2135.0000114,162.0000093,11.0000022,3080,387.0000266,2560.0000459,271.9999837,115.000057,49.9999669,244,236,228,5,8,0,1256,193,142,951,51,35,1,MI,0.604484149964127,0.761903233486898,0.813550694371933,0.610253394831759,0.622990646122968,2332.80517979599,-0.209066544407806,2.22309109643653,826,918
sab2,1,"San Diego-Carlsbad-San Marcos, CA",63432012239,Memorial Scholars & Athletes,634320,San Diego Unified,63432005541,Roosevelt International Middle,634320,San Diego Unified,186,250,41465,35769.999877,4275.9998491,3630.0000951,32140.0000839,678.9999291,130790,40603.0002582,77452.0002705998,8234.00015679999,32369.0001089,7368.00000219999,16827,13779.9999269,2443.9998917,1381.0000207,12399.0000905,296.9999921,24812,10823.9999478,11725.9999971,1935.9999945,8887.999986,1308.9999676,416,403,12,4,391,3,989,696,87,201,609,28,0,CA,0.382681439625634,0.552211022911851,0.265008847320526,0.327351147889133,0.362457672639381,2331.86355415995,0.117672592305108,3.15477903713151,214,219
sab3,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341314005604,Plainfield High School,3413140,Plainfield Public School District,341536003632,South Plainfield High School,3415360,South Plainfield School District,87,77,49481,43470.0002066,4474.0000797,23521.99994,19947.9999671,495.9999965,23385,5362.999956,13850.0000509,2266.0000257,3097.0000993,3421.99997,7831,6579.9999814,994.0000587,4798.9999694,1780.9999989,91.9999543,4494,1431.9999823,2799.0000536,641.9999905,789.9999931,167.0000109,1741,1718,457,10,1261,2,1023,438,149,444,289,135,1,NJ,0.521603203880811,0.64918398973088,0.558636708939649,0.495899018636287,0.521311505244482,2331.44110667932,-0.0370335050588383,1.53257124128413,1267,1116
sab1,2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",421899003670,Lamberton Robert E Sch,4218990,Philadelphia City SD,421416003289,Penn Wynne Sch,4214160,Lower Merion SD,38,45,8035,6693.9999777,1014.0000112,6517.0000146,176.9999687,146.9999952,9809,1337.0000023,7499.0000228,1019.0000052,318.0000333,753.9999768,3797,3004.0000117,625.0000013,2918.0000229,85.9999695,93.0000287,3294,428.0000264,2530.0000202,322.9999984,105.0000469,273.9999834,533,467,445,24,22,5,761,127,84,468,43,96,1,PA,0.661217691778445,0.696801767052239,0.709286931138795,0.603459516454063,0.662148025248035,2317.30474980415,-0.0480692393603495,1.1445224827864,1722,1473
sab1,1,"Los Angeles-Long Beach-Santa Ana, CA",62271002888,Canfield Avenue Elementary,622710,Los Angeles Unified,62271003348,Shenandoah Street Elementary,622710,Los Angeles Unified,33,20,13230,1106.9999373,11018.0000072,372.9999596,734.0000109,612.999993,12790,8915.9998959,2620.9998826,1847.9999638,7068.0000055,772.000007,3089,341.0000053,2522.0000342,140.0000059,201.0000254,134.9999847,5240,3827.9999269,1029.9999714,958.0000262,2869.9999938,231.0000247,412,100,41,281,59,30,435,423,29,7,394,3,0,CA,0.620142622950564,0.613433642145845,0.729695346501506,0.619880582635837,0.619500067407564,2312.03077480411,-0.109552723550942,0.88098416639011,102,147
sab2,0,"Rochester, NY",361539001301,DAKE JUNIOR HIGH SCHOOL,3615390,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,362475003398,SCHOOL 25-NATHANIEL HAWTHORNE,3624750,ROCHESTER CITY SCHOOL DISTRICT,55,51,23381,2073.9998831,20616.9999773,983.0000318,1091.0000006,300.0000104,74923,52492.000072,19006.0002775,31872.9999904,20619.0000942,1007.9998758,6269,857.999934,5190.9999834,439.0000146,418.9999483,80.0000372,5210,3297.0000079,1623.000018,1526.9999346,1769.999994,150.0000122,544,117,59,383,58,21,349,306,193,40,113,0,1,NY,0.495957575523502,0.611908131269696,0.661717301533794,0.516526429157763,0.500496851735858,2305.19303396642,-0.165759726010292,3.42034904091418,1478,1279
sab1,1,"New York-Northern New Jersey-Long Island, NY-NJ-PA",341269004886,School 7,3412690,Paterson Public School District,341626004952,Memorial School,3416260,Totowa Public School District,78,27,146216,125686.000133,13439.0001504,41431.0000294,84255.0002659001,4665.0001205,10670,1737.9999748,8160.9999792,210.0000168,1528.0000268,630.0000084,9841,6975.0000542,1906.9999589,2015.9999971,4959.0000568,769.9999958,2596,497.9999623,1872.9999955,50.0000089,448.000038,177.0000314,198,166,15,10,151,22,352,114,11,212,103,25,1,NJ,0.516935863891847,0.69670469493218,0.514520202020202,0.527713489725898,0.517651239543945,2304.64197002737,0.00241566187164532,1.34315725922978,1138,1118
